"","X","participant","num","gender","loudness","partner","partner_num","partner_gender","partner_loudness","partner_diff","nonpartner_diff","outlier","normdiff"
"203",203,"2164A",1042,"FEMALE",1.780783768,"2164B",1023,"MALE",3.675277349,1.894493581,0.356372222,"no",5.31605289090124
"204",204,"2164B",1023,"MALE",3.675277349,"2164A",1042,"FEMALE",1.780783768,1.894493581,1.371856974,"vhigh",1.38097018632789
"205",205,"2165A",1128,"MALE",1.673538675,"2165B",1035,"FEMALE",1.54918487,0.124353805,0.616876292,"no",0.201586293090998
"206",206,"2165B",1035,"FEMALE",1.54918487,"2165A",1128,"MALE",1.673538675,0.124353805,0.598768148,"low",0.20768273231528
"207",207,"2166A",1141,"MALE",1.425479136,"2166B",1011,"FEMALE",2.044134163,0.618655027,0.867514271,"vlow",0.713135273598283
"208",208,"2166B",1011,"FEMALE",2.044134163,"2166A",1141,"MALE",1.425479136,0.618655027,0.110368817,"no",5.6053425579437
"209",209,"2167A",1152,"FEMALE",1.652037156,"2167B",1033,"FEMALE",0.474348685,1.177688471,0.642843849,"no",1.83199772826947
"210",210,"2167B",1033,"FEMALE",0.474348685,"2167A",1152,"FEMALE",1.652037156,1.177688471,1.820532349,"vlow",0.646892361812133
"211",211,"2168A",1071,"FEMALE",3.065528103,"2168B",1039,"MALE",2.93431671,0.131211393,0.950835523,"high",0.137995888695883
"212",212,"2168B",1039,"MALE",2.93431671,"2168A",1071,"FEMALE",3.065528103,0.131211393,0.662907726,"no",0.19793311776849
"213",213,"2169A",1124,"MALE",1.481599165,"2169B",1083,"FEMALE",2.498320204,1.016721038,0.808047901,"vlow",1.25824352336261
"214",214,"2169B",1083,"FEMALE",2.498320204,"2169A",1124,"MALE",1.481599165,1.016721038,0.339902106,"no",2.99121723594146
"215",215,"2171A",1024,"MALE",1.382087241,"2171B",1055,"FEMALE",1.641275894,0.259188653,0.912708544,"vlow",0.283977458854598
"216",216,"2171B",1055,"FEMALE",1.641275894,"2171A",1024,"MALE",1.382087241,0.259188653,0.517681179,"no",0.500672351080393
"217",217,"2172A",1022,"FEMALE",2.028795707,"2172B",1139,"MALE",2.081790055,0.052994348,0.119611053,"no",0.443055609584843
"218",218,"2172B",1139,"MALE",2.081790055,"2172A",1022,"FEMALE",2.028795707,0.052994348,0.211783914,"no",0.250228390811589
"219",219,"2173A",1018,"FEMALE",2.078604655,"2173B",1068,"FEMALE",1.604736776,0.473867878,0.217186783,"no",2.1818449145683
"220",220,"2173B",1068,"FEMALE",1.604736776,"2173A",1018,"FEMALE",2.078604655,0.473867878,0.691054683,"low",0.685716904403063
"221",221,"2174A",1122,"MALE",2.84579795,"2174B",1028,"MALE",3.310817962,0.465020012,0.725567272,"no",0.64090544039864
"222",222,"2174B",1028,"MALE",3.310817962,"2174A",1122,"MALE",2.84579795,0.465020012,1.190587272,"vhigh",0.390580365619766
"223",223,"2175A",1120,"FEMALE",2.620288094,"2175B",1179,"FEMALE",2.967071781,0.346783687,0.328758583,"no",1.05482778224531
"224",224,"2175B",1179,"FEMALE",2.967071781,"2175A",1120,"FEMALE",2.620288094,0.346783687,0.675542283,"high",0.513341201175412
"225",225,"2176A",1019,"MALE",1.811583417,"2176B",1176,"FEMALE",3.129066421,1.317483004,0.453481,"no",2.90526616109605
"226",226,"2176B",1176,"FEMALE",3.129066421,"2176A",1019,"MALE",1.811583417,1.317483004,0.974840374,"vhigh",1.35148588336987
"227",227,"2177A",1057,"FEMALE",1.574866022,"2177B",1013,"FEMALE",2.724606776,1.149740754,0.703718826,"low",1.63380701428044
"228",228,"2177B",1013,"FEMALE",2.724606776,"2177A",1057,"FEMALE",1.574866022,1.149740754,0.446021974,"no",2.57776706310887
"229",229,"2178A",1000,"FEMALE",2.542283908,"2178B",1035,"FEMALE",2.392210696,0.150073212,0.261214255,"no",0.574521524485714
"230",230,"2178B",1035,"FEMALE",2.392210696,"2178A",1000,"FEMALE",2.542283908,0.150073212,0.111141055,"no",1.35029501024621
"231",231,"2179A",1010,"MALE",1.548577174,"2179B",1128,"MALE",3.043989161,1.495411987,0.60958336,"low",2.45317061640265
"232",232,"2179B",1128,"MALE",3.043989161,"2179A",1010,"MALE",1.548577174,1.495411987,0.88582864,"high",1.68815041586373
"233",233,"2180A",1123,"FEMALE",1.50202787,"2180B",1117,"MALE",1.366552191,0.135475678,0.651322584,"low",0.208000891306419
"234",234,"2180B",1117,"MALE",1.366552191,"2180A",1123,"FEMALE",1.50202787,0.135475678,0.944249733,"vlow",0.143474414940608
"235",235,"2181A",1110,"MALE",1.907617925,"2181B",1174,"MALE",1.846880653,0.060737272,0.248654084,"no",0.244264123970713
"236",236,"2181B",1174,"MALE",1.846880653,"2181A",1110,"MALE",1.907617925,0.060737272,0.309391284,"no",0.196312162433121
"237",237,"2182A",1181,"MALE",3.260967725,"2182B",1027,"FEMALE",1.977675849,1.283291877,0.969619766,"vhigh",1.32350012035543
"238",238,"2182B",1027,"FEMALE",1.977675849,"2182A",1181,"MALE",3.260967725,1.283291877,0.141500015,"no",9.06919958277036
"239",239,"2184A",1152,"FEMALE",1.747008333,"2184B",1091,"FEMALE",1.847579391,0.100571058,0.559403724,"no",0.179782603663897
"240",240,"2184B",1091,"FEMALE",1.847579391,"2184A",1152,"FEMALE",1.747008333,0.100571058,0.458832624,"no",0.219188986875528
"241",241,"2185A",1071,"FEMALE",2.90109085,"2185B",1142,"MALE",2.070032728,0.831058122,0.756567316,"no",1.09845892681941
"242",242,"2185B",1142,"MALE",2.070032728,"2185A",1071,"FEMALE",2.90109085,0.831058122,0.201376274,"no",4.1268919396135
"243",243,"2186A",1139,"MALE",2.184507231,"2186B",1214,"FEMALE",2.204862908,0.020355678,0.11247211,"no",0.180984228001057
"244",244,"2186B",1214,"FEMALE",2.204862908,"2186A",1139,"MALE",2.184507231,0.020355678,0.056456147,"no",0.360557336652818
"245",245,"2187A",1214,"FEMALE",2.134249458,"2187B",1093,"FEMALE",2.983233066,0.848983608,0.154901062,"no",5.48081205537506
"246",246,"2187B",1093,"FEMALE",2.983233066,"2187A",1214,"FEMALE",2.134249458,0.848983608,0.694082538,"high",1.22317384679688
"247",247,"2189A",1078,"MALE",3.075758786,"2189B",1033,"FEMALE",3.206166484,0.130407698,0.794983735,"high",0.164038196328633
"248",248,"2189B",1033,"FEMALE",3.206166484,"2189A",1078,"MALE",3.075758786,0.130407698,1.069107933,"vhigh",0.121978047281032
"249",249,"2190A",1104,"MALE",2.170845076,"2190B",1039,"MALE",2.794164636,0.623319559,0.060215734,"no",10.3514400239645
"250",250,"2190B",1039,"MALE",2.794164636,"2190A",1104,"MALE",2.170845076,0.623319559,0.683535234,"no",0.911905528779223
"251",251,"2191A",1148,"FEMALE",3.12124816,"2191B",1086,"FEMALE",3.002892069,0.118356091,0.862864544,"vhigh",0.137166478589251
"252",252,"2191B",1086,"FEMALE",3.002892069,"2191A",1148,"FEMALE",3.12124816,0.118356091,0.744508444,"high",0.15897212711801
"253",253,"2193A",1106,"FEMALE",1.975522023,"2193B",1159,"MALE",2.424978992,0.449456969,0.167588894,"no",2.68190187471492
"254",254,"2193B",1159,"MALE",2.424978992,"2193A",1106,"FEMALE",1.975522023,0.449456969,0.130650821,"no",3.44013887980084
"255",255,"2194A",1019,"MALE",1.862626392,"2194B",1220,"MALE",1.085240093,0.777386299,0.295186827,"no",2.63353994113023
"256",256,"2194B",1220,"MALE",1.085240093,"2194A",1019,"MALE",1.862626392,0.777386299,1.072573127,"vlow",0.724786291424585
"257",257,"2195A",1180,"FEMALE",1.89801818,"2195B",1157,"FEMALE",1.814392482,0.083625698,0.409531192,"no",0.204198604730455
"258",258,"2195B",1157,"FEMALE",1.814392482,"2195A",1180,"FEMALE",1.89801818,0.083625698,0.493156892,"no",0.169572197725668
"259",259,"2196A",1181,"MALE",3.146948913,"2196B",1022,"FEMALE",2.054704897,1.092244016,0.853374886,"vhigh",1.27991113157741
"260",260,"2196B",1022,"FEMALE",2.054704897,"2196A",1181,"MALE",3.146948913,1.092244016,0.064470915,"no",16.9416552564827
"261",261,"2197A",1110,"MALE",1.578081312,"2197B",1073,"MALE",1.817307233,0.239225921,0.58339925,"low",0.410055242614727
"262",262,"2197B",1073,"MALE",1.817307233,"2197A",1110,"MALE",1.578081312,0.239225921,0.34417335,"no",0.695073924230333
"263",263,"2198A",1145,"MALE",1.725638723,"2198B",1124,"MALE",1.332940293,0.392698431,0.438439739,"no",0.895672531636098
"264",264,"2198B",1124,"MALE",1.332940293,"2198A",1145,"MALE",1.725638723,0.392698431,0.831138139,"vlow",0.472482746938412
"265",265,"2199A",1124,"MALE",1.334783494,"2199B",1138,"FEMALE",2.986701595,1.651918101,0.940444515,"vlow",1.75652903988706
"266",266,"2199B",1138,"FEMALE",2.986701595,"2199A",1124,"MALE",1.334783494,1.651918101,0.828283506,"high",1.99438729497047
"267",267,"2201A",1060,"FEMALE",2.81310594,"2201B",1059,"MALE",3.160721169,0.347615229,0.676137808,"no",0.514118904292954
"268",268,"2201B",1059,"MALE",3.160721169,"2201A",1060,"FEMALE",2.81310594,0.347615229,0.883135112,"vhigh",0.393615002140239
"269",269,"2202A",1141,"MALE",1.695790616,"2202B",1042,"FEMALE",1.471983811,0.223806805,0.607629726,"no",0.36832761042372
"270",270,"2202B",1042,"FEMALE",1.471983811,"2202A",1141,"MALE",1.695790616,0.223806805,0.682519217,"vlow",0.327912825639897
"271",271,"2203A",1151,"MALE",1.783563858,"2203B",1107,"FEMALE",2.272214503,0.488650645,0.512612598,"no",0.953255239739543
"272",272,"2203B",1107,"FEMALE",2.272214503,"2203A",1151,"MALE",1.783563858,0.488650645,0.114260887,"no",4.27662219180917
"273",273,"2204A",1041,"MALE",1.475785985,"2204B",1101,"MALE",1.913126167,0.437340182,0.677966021,"vlow",0.645076845230272
"274",274,"2204B",1101,"MALE",1.913126167,"2204A",1041,"MALE",1.475785985,0.437340182,0.240625821,"no",1.81751143822591
"275",275,"2205A",1148,"FEMALE",2.971494443,"2205B",1039,"MALE",3.079438316,0.107943873,0.856801823,"high",0.125984644409423
"276",276,"2205B",1039,"MALE",3.079438316,"2205A",1148,"FEMALE",2.971494443,0.107943873,0.81308735,"high",0.132758027781394
"277",277,"2206A",1139,"MALE",1.882438483,"2206B",1156,"FEMALE",1.429909795,0.452528687,0.412437126,"no",1.09720647941864
"278",278,"2206B",1156,"FEMALE",1.429909795,"2206A",1139,"MALE",1.882438483,0.452528687,0.718496953,"vlow",0.629826869982565
"279",279,"2220A",1071,"FEMALE",2.665510446,"2220B",1179,"FEMALE",2.883675544,0.218165098,0.401826464,"no",0.542933623207057
"280",280,"2220B",1179,"FEMALE",2.883675544,"2220A",1071,"FEMALE",2.665510446,0.218165098,0.619991564,"no",0.351883978214904
"281",281,"2221A",1013,"FEMALE",2.663976746,"2221B",1108,"MALE",2.549356856,0.11461989,0.519121384,"no",0.22079593238255
"282",282,"2221B",1108,"MALE",2.549356856,"2221A",1013,"FEMALE",2.663976746,0.11461989,0.275170552,"no",0.41654126565113
"283",283,"2222A",1145,"MALE",2.294269763,"2222B",1123,"FEMALE",1.436931138,0.857338624,0.016532133,"no",51.8589237093604
"284",284,"2222B",1123,"FEMALE",1.436931138,"2222A",1145,"MALE",2.294269763,0.857338624,0.714253888,"vlow",1.20032755635486
"285",285,"2223A",1010,"MALE",1.803450091,"2223B",1045,"FEMALE",1.30740506,0.496045031,0.489678692,"no",1.01300105376037
"286",286,"2223B",1045,"FEMALE",1.30740506,"2223A",1010,"MALE",1.803450091,0.496045031,0.848454792,"vlow",0.584645211126346
"287",287,"2224A",1010,"MALE",1.676181667,"2224B",1115,"MALE",1.815509215,0.139327548,0.486060609,"no",0.286646449887487
"288",288,"2224B",1115,"MALE",1.815509215,"2224A",1010,"MALE",1.676181667,0.139327548,0.346733109,"no",0.401829373611967
"289",289,"2226A",1152,"FEMALE",1.797777723,"2226B",1106,"FEMALE",2.258243652,0.46046593,0.510815975,"no",0.901432125336331
"290",290,"2226B",1106,"FEMALE",2.258243652,"2226A",1152,"FEMALE",1.797777723,0.46046593,0.050349975,"no",9.14530603043994
"291",291,"2227A",1167,"MALE",2.225941846,"2227B",1401,"FEMALE",2.267433414,0.041491568,0.064762545,"no",0.640672289824311
"292",292,"2227B",1401,"FEMALE",2.267433414,"2227A",1167,"MALE",2.225941846,0.041491568,0.116035234,"no",0.357577320006094
"293",293,"2228A",1120,"FEMALE",2.829180043,"2228B",1119,"MALE",1.521180709,1.307999333,0.67187531,"no",1.94678880669093
"294",294,"2228B",1119,"MALE",1.521180709,"2228A",1120,"FEMALE",2.829180043,1.307999333,0.777692977,"low",1.68189680463065
"295",295,"2229A",1139,"MALE",2.007816496,"2229B",1075,"FEMALE",1.799349856,0.20846664,0.289050895,"no",0.721210844200984
"296",296,"2229B",1075,"FEMALE",1.799349856,"2229A",1139,"MALE",2.007816496,0.20846664,0.349056853,"no",0.597228326011408
"297",297,"2230A",1084,"MALE",1.743042281,"2230B",1181,"MALE",3.411416099,1.668373818,0.377426867,"no",4.42038965392466
"298",298,"2230B",1181,"MALE",3.411416099,"2230A",1084,"MALE",1.743042281,1.668373818,1.290946933,"vhigh",1.29236436862893
"299",299,"2231A",1000,"FEMALE",2.50965715,"2231B",1138,"FEMALE",3.044310312,0.534653162,0.244302483,"no",2.18848844855989
"300",300,"2231B",1138,"FEMALE",3.044310312,"2231A",1000,"FEMALE",2.50965715,0.534653162,0.778955683,"high",0.68637173290897
"301",301,"2232A",1083,"FEMALE",2.070728033,"2232B",1039,"MALE",2.745702135,0.674974102,0.043964577,"no",15.3526804545396
"302",302,"2232B",1039,"MALE",2.745702135,"2232A",1083,"FEMALE",2.070728033,0.674974102,0.456054999,"no",1.48002785514911
"303",303,"2233A",1128,"MALE",1.344675585,"2233B",1028,"MALE",3.276315984,1.9316404,0.787023371,"vlow",2.45436218437279
"304",304,"2233B",1028,"MALE",3.276315984,"2233A",1128,"MALE",1.344675585,1.9316404,1.144617029,"vhigh",1.68758663470837
"305",305,"2234A",1148,"FEMALE",3.024512872,"2234B",1094,"FEMALE",2.709842397,0.314670475,0.762497316,"high",0.412684042811765
"306",306,"2234B",1094,"FEMALE",2.709842397,"2234A",1148,"FEMALE",3.024512872,0.314670475,0.447826816,"no",0.702661081823202
"307",307,"2235A",1052,"MALE",2.618031743,"2235B",1083,"FEMALE",2.166622979,0.451408764,0.328384599,"no",1.37463439325302
"308",308,"2235B",1083,"FEMALE",2.166622979,"2235A",1052,"MALE",2.618031743,0.451408764,0.029598689,"no",15.250971554855
"309",309,"2236A",1016,"FEMALE",1.500048123,"2236B",1041,"MALE",2.198239791,0.698191668,0.649074226,"low",1.07567307409923
"310",310,"2236B",1041,"MALE",2.198239791,"2236A",1016,"FEMALE",1.500048123,0.698191668,0.088991392,"no",7.84560902249961
"311",311,"2237A",1043,"FEMALE",1.558666854,"2237B",1108,"MALE",2.506003352,0.947336498,0.586188416,"low",1.61609556269362
"312",312,"2237B",1108,"MALE",2.506003352,"2237A",1043,"FEMALE",1.558666854,0.947336498,0.209705411,"no",4.51746329998132
"313",313,"2238A",1180,"FEMALE",1.294285055,"2238B",1096,"FEMALE",1.785150509,0.490865454,1.013746216,"vlow",0.484209406903473
"314",314,"2238B",1096,"FEMALE",1.785150509,"2238A",1180,"FEMALE",1.294285055,0.490865454,0.522880816,"no",0.938771205559012
"315",315,"2239A",1075,"FEMALE",1.766237684,"2239B",1176,"FEMALE",3.258459435,1.492221751,0.505116719,"no",2.95421175912413
"316",316,"2239B",1176,"FEMALE",3.258459435,"2239A",1075,"FEMALE",1.766237684,1.492221751,0.987104981,"vhigh",1.51171534914988
"317",317,"2240A",1121,"MALE",1.840100805,"2240B",1147,"MALE",1.7698717,0.070229105,0.311233248,"no",0.225647823461329
"318",318,"2240B",1147,"MALE",1.7698717,"2240A",1121,"MALE",1.840100805,0.070229105,0.381462348,"no",0.184104946053549
"319",319,"2241A",1169,"MALE",1.614023038,"2241B",1142,"MALE",1.555735628,0.058287411,0.513598907,"low",0.113488191282307
"320",320,"2241B",1142,"MALE",1.555735628,"2241A",1169,"MALE",1.614023038,0.058287411,0.571886307,"low",0.101921326470927
"321",321,"2242A",1010,"MALE",1.873648408,"2242B",1095,"MALE",1.692946148,0.18070226,0.283764893,"no",0.636802735143138
"322",322,"2242B",1095,"MALE",1.692946148,"2242A",1010,"MALE",1.873648408,0.18070226,0.464467193,"no",0.389052795812857
"323",323,"2243A",1151,"MALE",2.027476964,"2243B",1130,"FEMALE",1.35811523,0.669361734,0.278087831,"no",2.40701555185994
"324",324,"2243B",1130,"FEMALE",1.35811523,"2243A",1151,"MALE",2.027476964,0.669361734,0.799838413,"vlow",0.836871201883623
"325",325,"2244A",1130,"FEMALE",1.36334279,"2244B",1107,"FEMALE",1.893719051,0.530376261,0.94864435,"vlow",0.559088620514105
"326",326,"2244B",1107,"FEMALE",1.893719051,"2244A",1130,"FEMALE",1.36334279,0.530376261,0.41826805,"no",1.26802958294328
"327",327,"2245A",1141,"MALE",1.867113702,"2245B",1126,"FEMALE",2.737205556,0.870091854,0.408814747,"no",2.12832795388372
"328",328,"2245B",1126,"FEMALE",2.737205556,"2245A",1141,"MALE",1.867113702,0.870091854,0.582702583,"no",1.49320061277298
"329",329,"2246A",1013,"FEMALE",2.949519469,"2246B",1110,"MALE",1.708678038,1.240841431,0.795009456,"high",1.56078826690082
"330",330,"2246B",1110,"MALE",1.708678038,"2246A",1013,"FEMALE",2.949519469,1.240841431,0.565508348,"no",2.19420532939683
"331",331,"2247A",1085,"MALE",1.647265712,"2247B",1170,"MALE",3.507806021,1.860540309,0.496408366,"no",3.74800353183411
"332",332,"2247B",1170,"MALE",3.507806021,"2247A",1085,"MALE",1.647265712,1.860540309,1.364131934,"vhigh",1.3639005602225
"333",333,"2248A",1000,"FEMALE",2.571428483,"2248B",1112,"FEMALE",1.835580158,0.735848324,0.285869076,"no",2.57407458790681
"334",334,"2248B",1112,"FEMALE",1.835580158,"2248A",1000,"FEMALE",2.571428483,0.735848324,0.449979224,"no",1.63529399748465
"335",335,"2249A",1132,"FEMALE",1.54592719,"2249B",1135,"FEMALE",2.721436353,1.175509163,0.744928912,"low",1.57801522274652
"336",336,"2249B",1135,"FEMALE",2.721436353,"2249A",1132,"FEMALE",1.54592719,1.175509163,0.430580288,"no",2.73005800720724
"337",337,"2250A",1145,"MALE",1.403238066,"2250B",1133,"MALE",2.146113208,0.742875142,0.753223484,"vlow",0.986261259480327
"338",338,"2250B",1133,"MALE",2.146113208,"2250A",1145,"MALE",1.403238066,0.742875142,0.010348384,"no",71.7865844560851
"339",339,"2251A",1401,"FEMALE",2.154987884,"2251B",1181,"MALE",2.207963738,0.052975854,0.035812085,"no",1.47927310012807
"340",340,"2251B",1181,"MALE",2.207963738,"2251A",1401,"FEMALE",2.154987884,0.052975854,0.082740645,"no",0.640263971836333
"341",341,"2252A",1078,"MALE",3.063850245,"2252B",1140,"MALE",2.976938598,0.086911647,0.933472384,"high",0.0931057506249697
"342",342,"2252B",1140,"MALE",2.976938598,"2252A",1078,"MALE",3.063850245,0.086911647,0.846560784,"high",0.102664390605648
"343",343,"2253A",1140,"MALE",2.866680758,"2253B",1149,"FEMALE",2.268294903,0.598385856,0.578863434,"no",1.03372543652498
"344",344,"2253B",1149,"FEMALE",2.268294903,"2253A",1140,"MALE",2.866680758,0.598385856,0.128859238,"no",4.64371716989356
"345",345,"2254A",1124,"MALE",1.419677969,"2254B",1007,"FEMALE",2.227442571,0.807764602,0.868179732,"vlow",0.930411724930708
"346",346,"2254B",1007,"FEMALE",2.227442571,"2254A",1124,"MALE",1.419677969,0.807764602,0.069024506,"no",11.7025770818266
"347",347,"2255A",1139,"MALE",2.216311283,"2255B",1175,"FEMALE",2.216797704,0.000486421,0.07658385,"no",0.00635148272122647
"348",348,"2255B",1175,"FEMALE",2.216797704,"2255A",1139,"MALE",2.216311283,0.000486421,0.068390947,"no",0.00711235947646697
"349",349,"2256A",1063,"MALE",2.236889603,"2256B",1152,"FEMALE",1.723487632,0.513401971,0.067215867,"no",7.63810680296663
"350",350,"2256B",1152,"FEMALE",1.723487632,"2256A",1063,"MALE",2.236889603,0.513401971,0.4365404,"no",1.17606977727606
"351",351,"2257A",1115,"MALE",1.529229755,"2257B",1159,"MALE",2.071040863,0.541811107,0.619937145,"low",0.873977485249735
"352",352,"2257B",1159,"MALE",2.071040863,"2257A",1115,"MALE",1.529229755,0.541811107,0.078126045,"no",6.93508940584411
"353",353,"2258A",1140,"MALE",2.87355372,"2258B",1102,"MALE",2.267647412,0.605906308,0.734149783,"no",0.825317015724024
"354",354,"2258B",1102,"MALE",2.267647412,"2258A",1140,"MALE",2.87355372,0.605906308,0.128243483,"no",4.72465573942654
"355",355,"2259A",1055,"FEMALE",1.690267617,"2259B",1101,"MALE",1.858656687,0.16838907,0.460134435,"no",0.36595624493959
"356",356,"2259B",1101,"MALE",1.858656687,"2259A",1055,"FEMALE",1.690267617,0.16838907,0.436139044,"no",0.38609033590673
"357",357,"2260A",1047,"MALE",2.100428536,"2260B",1005,"FEMALE",2.59537879,0.494950254,0.187888336,"no",2.63427876651162
"358",358,"2260B",1005,"FEMALE",2.59537879,"2260A",1047,"MALE",2.100428536,0.494950254,0.446450246,"no",1.10863474359022
"359",359,"2261A",1180,"FEMALE",2.002103067,"2261B",1122,"MALE",2.845664968,0.843561901,0.134486408,"no",6.27246956435925
"360",360,"2261B",1122,"MALE",2.845664968,"2261A",1180,"FEMALE",2.002103067,0.843561901,0.541031303,"no",1.55917392639294
"361",361,"2262A",1043,"FEMALE",1.884515883,"2262B",1148,"FEMALE",3.030859171,1.146343288,0.387898175,"no",2.95526857789419
"362",362,"2262B",1148,"FEMALE",3.030859171,"2262A",1043,"FEMALE",1.884515883,1.146343288,0.758445125,"high",1.5114386660472
"363",363,"2263A",1043,"FEMALE",1.379291224,"2263B",1059,"MALE",3.161374677,1.782083453,0.757676892,"vlow",2.3520361671529
"364",364,"2263B",1059,"MALE",3.161374677,"2263A",1043,"FEMALE",1.379291224,1.782083453,0.865076711,"vhigh",2.06002939431807
"365",365,"2264A",1096,"FEMALE",1.841356362,"2264B",1094,"FEMALE",2.742063326,0.900706964,0.447926827,"no",2.01083505096693
"366",366,"2264B",1094,"FEMALE",2.742063326,"2264A",1096,"FEMALE",1.841356362,0.900706964,0.452780073,"no",1.98928137016313
"367",367,"2265A",1052,"MALE",2.77735994,"2265B",1061,"MALE",3.387048827,0.609688887,0.65315897,"no",0.933446396671242
"368",368,"2265B",1061,"MALE",3.387048827,"2265A",1052,"MALE",2.77735994,0.609688887,1.26284787,"vhigh",0.482788862763018
"369",369,"2266A",1061,"MALE",1.654966475,"2266B",1098,"FEMALE",2.104779969,0.449813495,0.638006918,"no",0.705029181203957
"370",370,"2266B",1098,"FEMALE",2.104779969,"2266A",1061,"MALE",1.654966475,0.449813495,0.028847826,"no",15.5926306197216
"371",371,"2267A",1120,"FEMALE",1.746663356,"2267B",1126,"FEMALE",2.801390639,1.054727283,0.53778717,"no",1.96123548838103
"372",372,"2267B",1126,"FEMALE",2.801390639,"2267A",1120,"FEMALE",1.746663356,1.054727283,0.51694003,"no",2.04032812664943
"373",373,"2268A",1031,"FEMALE",1.817288833,"2268B",1112,"FEMALE",1.873870468,0.056581635,0.484989698,"no",0.116665643071041
"374",374,"2268B",1112,"FEMALE",1.873870468,"2268A",1031,"FEMALE",1.817288833,0.056581635,0.428407998,"no",0.132074179903616
"375",375,"2269A",1181,"MALE",3.28363291,"2269B",1087,"MALE",1.964071895,1.319561015,1.162947016,"vhigh",1.13466993495429
"376",376,"2269B",1087,"MALE",1.964071895,"2269A",1181,"MALE",3.28363291,1.319561015,0.156613984,"no",8.42556316682423
"377",377,"2270A",1147,"MALE",1.956795085,"2270B",1061,"MALE",3.5303312,1.573536115,0.17591615,"no",8.94480759725585
"378",378,"2270B",1061,"MALE",3.5303312,"2270A",1147,"MALE",1.956795085,1.573536115,1.39761995,"vhigh",1.12586838432007
"379",379,"2271A",1154,"MALE",1.637634361,"2271B",1170,"MALE",3.481040404,1.843406042,0.505438158,"no",3.64714458697438
"380",380,"2271B",1170,"MALE",3.481040404,"2271A",1154,"MALE",1.637634361,1.843406042,1.337967842,"vhigh",1.37776558160357
"381",381,"2272A",1016,"FEMALE",3.500088769,"2272B",1007,"FEMALE",3.057056736,0.443032033,1.215357118,"vhigh",0.364528274396464
"382",382,"2272B",1007,"FEMALE",3.057056736,"2272A",1016,"FEMALE",3.500088769,0.443032033,0.772325018,"high",0.57363418596392
"383",383,"2273A",1019,"MALE",1.781379648,"2273B",1023,"MALE",2.129978454,0.348598806,0.364060673,"no",0.957529422575121
"384",384,"2273B",1023,"MALE",2.129978454,"2273A",1019,"MALE",1.781379648,0.348598806,0.015461773,"no",22.5458494313686
"385",385,"2274A",1007,"FEMALE",1.962703085,"2274B",1075,"FEMALE",2.221454159,0.258751073,0.331834023,"no",0.7797605280517
"386",386,"2274B",1075,"FEMALE",2.221454159,"2274A",1007,"FEMALE",1.962703085,0.258751073,0.073082923,"no",3.54051346577914
"387",387,"2275A",1115,"MALE",1.967212941,"2275B",1026,"FEMALE",1.934879212,0.032333728,0.331504366,"no",0.0975363564291639
"388",388,"2275B",1026,"FEMALE",1.934879212,"2275A",1115,"MALE",1.967212941,0.032333728,0.217073414,"no",0.148952962061029
"389",389,"2276A",1105,"FEMALE",1.764074225,"2276B",1063,"MALE",1.712462157,0.051612068,0.3959538,"no",0.130348712400285
"390",390,"2276B",1063,"MALE",1.712462157,"2276A",1105,"FEMALE",1.764074225,0.051612068,0.581155988,"no",0.0888093198138053
"391",391,"2277A",1033,"FEMALE",2.904150421,"2277B",1175,"FEMALE",2.133538826,0.770611596,0.620862629,"no",1.24119500837278
"392",392,"2277B",1175,"FEMALE",2.133538826,"2277A",1033,"FEMALE",2.904150421,0.770611596,0.149748971,"no",5.14602264612556
"393",393,"2278A",1090,"MALE",1.770107092,"2278B",1028,"MALE",2.735608172,0.965501081,0.361203997,"no",2.67300774359925
"394",394,"2278B",1028,"MALE",2.735608172,"2278A",1090,"MALE",1.770107092,0.965501081,0.604297103,"no",1.59772581434997
"395",395,"2279A",1167,"MALE",2.108288267,"2279B",1000,"FEMALE",2.580821928,0.47253366,0.172768518,"no",2.73506808688375
"396",396,"2279B",1000,"FEMALE",2.580821928,"2279A",1167,"MALE",2.108288267,0.47253366,0.429423734,"no",1.10039018011054
"397",397,"2280A",1175,"FEMALE",2.279427151,"2280B",1116,"MALE",2.515248378,0.235821228,0.134710147,"no",1.75058251551013
"398",398,"2280B",1116,"MALE",2.515248378,"2280A",1175,"FEMALE",2.279427151,0.235821228,0.22235325,"no",1.06057018730331
"399",399,"2281A",1260,"FEMALE",2.61008275,"2281B",1159,"MALE",2.542027246,0.068055504,0.466971906,"no",0.145737897988236
"400",400,"2281B",1159,"MALE",2.542027246,"2281A",1260,"FEMALE",2.61008275,0.068055504,0.251185056,"no",0.270937710561889
"401",401,"2282A",1139,"MALE",2.122273408,"2282B",1149,"FEMALE",2.409924959,0.287651551,0.165543966,"no",1.73761422992609
"402",402,"2282B",1149,"FEMALE",2.409924959,"2282A",1139,"MALE",2.122273408,0.287651551,0.261518247,"no",1.09992918008509
"403",403,"2283A",1214,"FEMALE",1.992389726,"2283B",1073,"MALE",1.843355654,0.149034072,0.160230337,"no",0.930123937765918
"404",404,"2283B",1073,"MALE",1.843355654,"2283A",1214,"FEMALE",1.992389726,0.149034072,0.45362361,"no",0.328541259128906
"405",405,"2284A",1083,"FEMALE",2.453779591,"2284B",1153,"FEMALE",2.880751925,0.426972334,0.170241153,"no",2.50804418600243
